LOC100693400	LG8_24:5686064-5688370
LOC102077836	LG19:15640635-15662486
tial1	LG13:12048083-12056554
LOC102075583	LG16_21:26374583-26376472
LOC100704507	LG5:10857482-10864506
LOC102083325	LG1:973057-989874
LOC100707664	LG12:13603087-13635789
LOC100705587	LG20:27607399-27632793
LOC100706208	LG17:21257767-21268577
LOC100696160	LG7:42991964-43002100
LOC100705880	LG17:18406534-18420652
LOC100691623	LG13:27650680-27656081
LOC100695407,tmtc3,LOC100707822,LOC100695144,LOC100694876,LOC102076739	UNK5:439374-545520
LOC102077056,slc4a8	LG5:17243935-17277493
LOC100693160	LG16_21:22570396-22572905
LOC102078643	UNK419:96160-97866
LOC100694169	LG12:24206971-24250943
LOC102079993,LOC100701913,LOC100702180	LG2:25007632-25027244
LOC100708407	LG7:9213626-9217977
LOC100705502	LG6:30601606-30610774
LOC100708908	LG9:3425815-3441080
LOC100698013	UNK213:232155-238530
LOC100692314	LG20:13500841-13505384
LOC100706219	LG8_24:21829718-21845682
tbc1d5	LG22:20960976-20981456
LOC100705632	LG6:83688-88433
lpin2	LG18:16016656-16039721
cul9	LG13:7672530-7699703
LOC100705158,LOC100693887	LG8_24:22110801-22155802
LOC102083127	LG17:11527320-11544518
LOC102077386	UNK149:287498-305199
LOC102081729	LG7:37928070-37936120
gne	LG6:23347754-23368743
LOC100692922,LOC100699234	LG16_21:8750854-8812996
LOC102077365	UNK1320:12-5220
LOC102082579	LG20:23858741-23859473
LOC100690673	LG22:9163108-9173017
LOC100706487	LG11:19288002-19294701
LOC102079257,LOC100710194	LG13:864366-959104
LOC100709478	UNK166:131743-138262
LOC100690129	LG12:15414761-15415464
LOC100695972	UNK96:35647-45915
LOC100700976	LG23:14592037-14600123
LOC100702790	LG4:26343044-26347759
LOC100711706	LG18:7192725-7224660
LOC102076354	LG6:10688242-10691341
LOC100710757	LG2:14949344-14951755
LOC102082299	LG16_21:800978-802076
med14	LG16_21:10066515-10078830
LOC100694484	LG13:17997910-18006095
LOC100699111	LG22:13568473-13573484
LOC100709262	LG11:29231563-29289173
LOC102079591	LG14:24724455-24725394
LOC100707079	LG2:14077236-14087011
LOC102080561	LG6:5154416-5156278
LOC100707539	LG12:6561757-6590559
LOC102076648	LG14:24433864-24436848
LOC100703852	UNK148:39520-52224
LOC100706559	LG8_24:26255707-26265160
LOC100692687	LG5:18983710-18988790
LOC102075917	UNK73:132030-132468
LOC100696724	LG20:23334031-23349213
LOC102080746,LOC100701164	LG23:11418195-11470702
LOC100694643	LG17:136-24742
LOC102080941	UNK429:45028-76328
LOC100692395,LOC102081451	LG18:10412059-10607917
LOC100710306	LG22:11403436-11406500
LOC100706829	LG5:26196431-26204832
LOC102080533,LOC100702440	LG19:7696944-7779441
LOC100694682	LG20:29523379-29531294
LOC100692550	LG11:29795024-29800658
LOC100703644	LG16_21:12589064-12593815
LOC100701394	UNK10:1096478-1098529
LOC102076123	LG2:16439266-16446465
LOC100704226	LG7:29478522-29495800
LOC102075572	UNK5315:6-938
LOC102082236	UNK37:1324385-1327554
LOC102078077	UNK178:66602-80219
LOC100693378	LG7:18053596-18065029
LOC100698868	LG7:12773022-12775771
LOC100707033	LG12:15934518-15937292
LOC100707995	LG18:21043436-21075618
LOC100708956	LG7:37808699-37824206
LOC100704434	LG20:19773209-19774147
LOC102079365	UNK2815:397-1992
LOC102076184,LOC102075793,LOC100699715,LOC100699980	LG13:22449249-22516329
LOC100699771	LG6:2374069-2405145
LOC100695724	LG14:22411161-22477121
LOC100690563	LG6:19921013-19930914
ubp1	LG22:13681094-13698821
LOC100690449	LG1:12341778-12357620
LOC100695008	LG7:38101491-38122752
LOC102075773	LG9:17363665-17366550
LOC100698795,LOC100694102	LG17:9549359-9562228
LOC100693460	UNK14:921647-935776
LOC100704064	LG9:9275661-9280261
LOC100701572	LG12:17015590-17027654
LOC100694367	LG12:143096-173352
LOC100710833	LG8_24:15856234-15859121
LOC100712457	LG20:31166278-31183500
LOC100698164	UNK12:1621732-1631580
LOC100709040	UNK3230:161-1456
LOC100692030	UNK63:801895-809613
LOC100693591	LG23:15548558-15567527
LOC100705980	UNK116:2141-7412
LOC100692627,LOC102083222	LG19:21345799-21380130
LOC100706196	LG8_24:16503069-16507778
LOC100707593	LG9:15726021-15760725
LOC102076700	UNK3670:12-1521
LOC100706319	UNK24:729864-746037
LOC100707077	LG22:12338135-12341776
LOC100534453,LOC102082960,LOC100699043	LG11:17067037-17126541
LOC100708311,LOC102076691	UNK202:80416-118080
LOC102083108	LG20:8642474-8645712
LOC100689928	LG16_21:20425028-20449335
LOC100702550	LG14:6591867-6608763
LOC100690475,LOC100706292	LG20:19796369-19809678
LOC100691606	LG13:14979190-14986629
LOC100699479	LG22:3284918-3288783
LOC100698112	UNK240:241513-245747
LOC100701272	LG22:13270542-13278417
LOC100709744	LG11:28336384-28339809
LOC100696908	LG17:18056272-18060363
LOC102080795	LG7:44400238-44460049
LOC100693185	LG8_24:27493943-27550146
LOC100696952	LG19:25039923-25040871
LOC102076561	LG11:17304518-17308153
LOC100707714	LG2:16135001-16152631
LOC102082604	LG18:21102048-21105947
LOC100694028	LG9:13614244-13618518
LOC100709370	LG12:34255157-34273657
LOC100702090	LG12:31942440-32002181
LOC100705970	LG23:1748881-1751385
LOC102081930	LG4:1141982-1155270
LOC100702857	LG18:8441531-8442563
LOC100689910	LG7:40605827-40638463
LOC102076656	UNK138:306061-309235
LOC100690370	LG7:23332698-23344360
LOC100696527	LG2:18269488-18271990
LOC100692250	LG4:7697771-7699685
LOC100692557	LG10:16587894-16631448
LOC100690239	LG16_21:34346848-34348180
LOC100690084	LG5:28006222-28016346
LOC100712337	UNK287:189501-194244
LOC100694947	LG15:5329423-5417208
LOC100692230	UNK128:409267-416391
LOC100698415,LOC102078928,LOC100698152	UNK6:1076569-1096798
LOC102079080	LG20:12999137-13002327
LOC100702173,LOC100702444	LG13:29887201-29902510
LOC100701350	LG14:12429534-12437284
LOC102081431	UNK565:8131-9087
LOC100702824	LG11:16739316-16746644
LOC102080142	LG11:30701615-30703639
LOC100696155	UNK767:15856-20008
LOC100534412	LG6:10768588-10772430
trpc4	LG10:12877615-12906628
LOC100707310	LG4:3725317-3728657
LOC102075849	LG11:19024550-19025204
LOC100694301	UNK260:96894-160904
LOC100707231	UNK70:401694-415124
LOC100706019	LG15:3309839-3311263
LOC100702307	UNK35:395543-400178
LOC100704417	LG2:14378513-14407591
LOC100709734	LG7:36582480-36583303
LOC100703450	LG3:13467281-13468504
LOC102075768	LG19:7038872-7047785
LOC100700327	LG3:670642-708598
krit1	LG22:9335684-9343819
LOC100691766	UNK143:49548-52170
LOC100695079	LG22:25194571-25198876
LOC100705402	LG4:24305252-24450917
LOC102077821	UNK717:76-1012
LOC100690780	LG17:8471422-8473644
LOC100702615	LG4:20004286-20010540
LOC100709999	UNK10:1411960-1421278
LOC100705300	LG7:31355117-31363865
LOC100691446	LG13:27805479-27807384
rasgrp2	LG3:2346810-2386912
LOC102078707	UNK253:212054-212350
LOC100707836	UNK10:2252199-2254142
LOC100691128	LG16_21:12271121-12353293
LOC102078547	LG16_21:14516713-14519157
eml5	LG19:544960-593062
LOC100697631	LG19:1450384-1460679
LOC102076118	UNK2561:31-735
LOC100711326,LOC100707839,LOC102081361,LOC100711598	LG19:372948-392174
LOC100696791	LG23:7719407-7785745
LOC100702892	LG12:32473439-32476918
LOC100708197	LG5:29400760-29405309
LOC102083225,LOC100699487	LG8_24:21350346-21360096
LOC100690931	LG8_24:22570269-22571711
LOC100702846	UNK56:314534-367487
LOC100701357	LG11:31701011-31708695
LOC102076450,LOC100708070	LG11:11645982-11725212
LOC100534402	LG17:20101299-20121197
LOC102082326	LG3:13988473-13988891
LOC102078796	LG5:36826661-36829556
LOC100708001,LOC102081646	LG14:29369304-29391112
LOC100699319	LG4:894018-899692
LOC100695786	UNK87:417152-430682
LOC102081199	LG23:15336180-15346756
LOC100706505	LG7:26795414-26818903
LOC102082082	LG12:31909773-31911040
LOC100706979	LG20:11482324-11491093
LOC102079209	LG23:7806014-7810975
LOC100691902	LG12:18217277-18226035
LOC100693641	LG6:34231445-34304112
LOC100692692	LG4:22520962-22538501
LOC100698323	LG7:49270840-49424258
LOC100698271	LG19:25432523-25439165
LOC100695913	LG4:7683042-7696922
LOC100701454	LG16_21:21755578-21756520
LOC100711239	UNK34:1075184-1086655
LOC100691055	LG8_24:5089934-5108202
LOC102076916	LG6:11976946-11979235
LOC100701650	LG8_24:26098756-26107405
LOC102081386	LG19:19544503-19556399
LOC100703612	LG19:14129756-14237754
LOC100711942	UNK6:2122550-2126837
LOC102079231	UNK87:382950-398212
LOC100706203	LG11:10635378-10640355
kcnq5	LG6:32951526-33081027
LOC102076780,LOC100708294	LG14:32745563-32791489
LOC100702155	LG9:11867140-11892458
LOC100693715	LG17:19518988-19531813
LOC100694965	LG11:30886840-30889662
LOC100699379	LG23:8347868-8352146
nefm	LG7:22786163-22790688
LOC102077935	LG20:739956-741656
LOC100706740	LG17:21271210-21288105
LOC102075564	LG5:10660279-10665781
hpse2	LG13:19177114-19226453
LOC100696878	LG7:19412704-19426151
LOC100693414	UNK1:5407487-5421831
LOC102081863	LG11:29299915-29305595
LOC100699578	LG5:24714379-24719420
LOC100708650	UNK10:2378037-2385616
LOC102082087	LG4:2472145-2481762
LOC102080007	LG17:6225825-6228252
LOC100710581	LG4:13770925-13777329
LOC100694064	LG16_21:14804009-14806286
LOC102076401	LG5:26545124-26547192
LOC100697915	UNK146:192283-222509
LOC100694170	LG11:30812351-30817252
LOC100695038	LG2:3315278-3462049
LOC100707514	LG23:17840541-17847051
LOC100705489	LG7:21622122-21642159
LOC100712411	LG5:31778913-31786385
LOC100709109,LOC102081993	UNK62:590681-605536
LOC100707547,acox1	LG6:36306672-36324936
LOC102082560	LG7:1789641-1792387
LOC100694630	LG8_24:1596308-1602762
LOC100692490	LG18:3755636-3758031
LOC102081760	UNK1729:2820-3106
LOC100697614	LG22:21763111-21785285
LOC100703941	UNK138:55247-78890
LOC102078792	LG3:7684196-7686451
LOC100695942	LG12:23766107-23771122
LOC102082397	LG19:14969188-14970840
LOC100699035	LG20:21956973-21963065
LOC100704400	UNK639:364-42086
LOC102078381	UNK20:808536-811720
LOC100700804	LG15:23244028-23256867
LOC100707614	LG2:18142030-18146354
dnai2	LG22:15326678-15342807
LOC100696867,LOC100708244	LG4:19072240-19087467
LOC100708714	LG12:5110352-5125469
LOC100705879	LG13:19296171-19306758
LOC100705719	UNK93:317682-320927
LOC100698767,LOC100699039,LOC100690848	LG15:14432566-14581198
LOC102077192	LG12:33703013-33707733
LOC102082014	LG22:21053555-21078555
LOC100708879	LG4:9179313-9219781
LOC100699733	LG8_24:18437876-18440870
LOC102077523	UNK3736:0-1357
LOC100707090	LG19:20050551-20055061
LOC100705054	LG12:28121777-28123199
ankle2	LG12:7442788-7453326
LOC100702680	LG1:21962504-21984119
LOC102081167,LOC100697114	LG8_24:7597056-7625209
LOC102078063	LG6:18713245-18724632
LOC100697684	LG19:10638605-10647517
LOC100711185	LG4:18302405-18388681
LOC100710738	LG23:18461046-18494233
LOC100712110	LG6:19753534-19757815
LOC100703006	LG11:19002880-19007948
LOC102079336	LG5:3936040-3939548
madd	LG1:1422467-1467809
LOC100694771	LG2:16229586-16245817
LOC100697946	LG16_21:21530371-21531319
LOC100708812	LG16_21:5909322-5914282
LOC100708080	LG2:23183958-23225087
LOC100691583	UNK99:414205-441903
LOC102078857	UNK1615:895-4167
LOC102078214	LG7:49445700-49446884
LOC100706907	LG1:13251184-13259304
LOC100693816	LG5:28127578-28129493
LOC102080637,LOC100710583	UNK2:2757026-2832726
LOC100703405	UNK878:11197-13218
LOC100692815	LG11:26356453-26362102
LOC100691363	LG12:18154981-18162260
LOC100705162	LG3:3043760-3049121
det1	LG7:6522939-6533609
LOC102076585	LG5:15244929-15250387
LOC102082849	LG11:31946464-31951556
LOC100698893	LG6:11060108-11070858
LOC100708758,LOC102079946,LOC102079805	LG1:27554054-27580640
LOC100700816	LG13:29436335-29469169
LOC100705508	LG6:7804828-7807595
LOC102081869,LOC102081933	LG16_21:6932191-6945800
LOC100695479	LG4:11854576-11865024
LOC102075585,LOC102075678	UNK32:380499-400519
LOC100694231	LG2:5721150-5723876
LOC100700637	LG7:20174529-20184506
LOC100690684	LG18:3558178-3560254
slc8a1	LG3:5809734-5940338
LOC102083271	UNK1046:146-5145
LOC100701355	LG5:10008228-10020853
LOC100702167	LG5:10728180-10736677
LOC100696060	UNK575:18664-29514
LOC102078535	UNK1352:2651-5821
LOC102077460	LG3:3136747-3165600
LOC100705343	LG14:25679036-25680406
LOC100703275	LG16_21:5196919-5205797
LOC100706759	LG11:19299185-19308520
LOC100696620	LG19:17363325-17412740
LOC102078637,LOC100694989	LG12:2208839-2317146
LOC100695083,LOC100694825	LG1:29558023-29627752
LOC102080018	UNK372:94972-103198
LOC100700484	LG3:13248806-13250336
LOC100709119	LG6:7354575-7372509
LOC102083117	UNK5262:80-1027
LOC102081211	LG4:6667375-6687631
LOC100691019	LG13:19162226-19170954
LOC100708837	LG13:7228224-7239380
LOC100700266	LG14:12984824-12992998
LOC100704835,LOC102076532	LG13:7327696-7348065
LOC100691429	LG8_24:10567067-10580547
LOC102082147	LG5:17057690-17059164
adcy5	LG16_21:9110146-9204804
LOC100705965	LG7:36322859-36327800
LOC102079730	LG5:1307120-1315699
LOC100701020,LOC100701293	UNK5:1717822-1774489
LOC102080286	UNK3:3719131-3719918
LOC100690981	LG7:6470127-6501847
cog3	UNK31:1218220-1234609
LOC100704335,LOC100701086	LG13:29599945-29616186
LOC102081204	UNK511:69432-78426
LOC100695337	UNK19:1496141-1504000
LOC100706137	LG7:12836872-12871073
LOC102077502	UNK39:32540-34160
LOC100704569	UNK89:127180-130375
LOC100700308	LG19:1280942-1282966
LOC102077143	UNK528:38476-40882
LOC100702074	UNK1:7503689-7555836
LOC102081429	LG11:10045202-10064232
LOC102078951	LG22:23721391-23722716
LOC102077883	LG7:7008011-7009505
LOC100696026	LG17:2965436-2970518
LOC100708364	LG3:3338076-3341200
LOC100702670,LOC100702399	UNK44:639961-651507
LOC100697144	LG7:19427786-19435107
LOC100700014,LOC100705762	LG16_21:16581207-16593073
LOC100711635	LG15:19974468-19980087
LOC102081477	UNK66:15798-43194
LOC100707233	UNK103:502865-506217
LOC100694982	UNK51:562993-572415
LOC100694473	LG7:6048703-6074236
LOC100691752	LG18:3126089-3127599
LOC100704328	LG4:24651183-24655703
LOC100697727	UNK27:249979-254564
LOC100705269	LG9:5108490-5111411
LOC100702213	LG4:4269831-4275961
LOC100708542	UNK5:3298667-3300851
LOC100690275	LG2:4535445-4568999
LOC100690223	UNK21:1682822-1694000
LOC100706629	LG13:17932494-17934252
LOC100699902	LG15:20885606-20894506
LOC100705771	LG6:7780644-7796930
LOC100693842	UNK157:237631-250243
LOC102078875,LOC102078694	LG19:8998968-9014668
LOC102078918	UNK394:17763-20129
LOC102078397	UNK253:28637-39176
LOC100697471	LG13:11102071-11112031
LOC100697737	LG22:6843714-6861638
LOC100702692	LG20:14320984-14347864
LOC102075505	UNK5309:0-1067
LOC102081131	LG19:6651598-6654774
LOC102078563,LOC102078430	LG13:27544818-27567762
LOC100700064,LOC100699799	UNK302:6987-29640
LOC100711313	LG3:3530837-3531841
LOC100707110	LG22:8451874-8496083
LOC100706887	LG13:286613-421075
LOC102083211	LG22:233124-233901
LOC100698390	UNK1:196425-239194
LOC102080604	UNK3409:6-1619
LOC100695371	LG7:43023251-43027454
LOC100701336	UNK242:220294-245194
LOC100698554	LG7:37789316-37796159
LOC100694060	LG12:18559944-18570027
LOC100697034,LOC102077637	LG18:14354733-14386012
usp38	LG6:10474172-10484189
actn4	LG14:29307685-29364584
LOC100691361	LG2:22338969-22342369
LOC102081797	LG15:22503053-22517045
LOC100700855,LOC102079528	LG6:26988447-27010120
LOC100692591	LG7:5050133-5076125
LOC100695996	LG13:28117523-28123262
LOC102080370	LG15:242028-245037
usp15	LG17:27141140-27164989
LOC100693059	LG15:20714292-20717117
LOC100701755	LG13:9521979-9671295
LOC100694434	LG1:954143-972104
LOC102081000	UNK170:17697-18882
LOC100703011	LG12:16354485-16362377
LOC100692532	UNK2:3690288-3732327
LOC102083113,LOC102083193	UNK485:17335-46889
LOC100707487	UNK40:380353-396756
LOC100690975	LG20:7832757-7860159
slc18a2	UNK25:1110746-1143263
LOC100698614	LG8_24:191409-210886
LOC100691654	LG3:3706807-3734632
LOC100702531	LG2:14761084-14766318
LOC100705898	UNK50:77062-84910
LOC102082300	UNK34:296526-297740
LOC100702410	UNK107:241158-243440
gsta	LG13:17930580-17932453
LOC102079613	LG13:28509736-28518588
LOC100708983	LG12:5104098-5109380
LOC100708691	LG4:20919960-20923106
LOC100710501	LG16_21:18308716-18327459
LOC100702313	UNK71:238977-276643
LOC102076370	UNK2586:245-1415
LOC100701525,LOC100701255	LG23:14526499-14537919
LOC100692477	UNK19:1133756-1141650
npepl1	LG5:16360331-16368768
LOC102082797	LG7:24825605-24827239
LOC100705285	UNK131:278162-280341
LOC100703572	LG6:771151-779078
LOC100699787	LG14:3031917-3035754
LOC100695395	LG20:69213-69982
LOC100703884	LG19:13657848-13672915
LOC100706516	UNK179:90209-129670
LOC102076250,LOC102076147	LG4:22326692-22346237
LOC100706345	LG13:37176-49393
LOC100709000	LG10:14849345-14869780
LOC100693599	LG4:26692606-26708128
LOC102082612	UNK122:122561-128687
LOC100691323	LG8_24:5138665-5146821
LOC100697586	LG13:13383872-13388819
LOC100712519	LG20:13017360-13026973
LOC102082889	LG13:5648232-5648559
LOC100705840	LG5:10959417-10972973
LOC102082464	UNK286:157840-166697
LOC100709263	LG16_21:24138880-24165401
LOC100704786	LG20:27862695-28032389
LOC100712303	LG19:341107-345614
LOC102083249	LG5:26399251-26431678
LOC100691279	LG20:19844409-19849001
LOC100705236,LOC102081180	LG5:25028830-25041551
LOC100710294	LG23:16166096-16167980
LOC100698424	LG22:8987132-8992807
LOC100708028	UNK62:390275-436281
LOC100709652	LG1:20399845-20402475
LOC100699228	LG19:1326402-1360467
LOC100695484	LG6:19064405-19070870
LOC100691699	LG9:17658440-17666751
LOC100712009	LG2:14749571-14753234
LOC100691738	LG11:15490987-15504781
LOC100690664	LG11:25584589-25590798
LOC100696485	UNK45:1056897-1062098
LOC102079504	UNK87:733751-735795
LOC100700826	LG15:4523925-4722457
LOC100689890	LG1:26574905-26611048
LOC100695884	LG1:18963688-18979464
LOC100710540	UNK58:842571-843818
LOC102080790	LG4:12867909-12872655
LOC100698513	LG5:28945673-28950542
LOC100695346	LG22:25202310-25208798
LOC102079614	UNK2024:37-2408
LOC102082701	LG6:23262488-23264370
LOC100703445	LG8_24:25806100-25808633
LOC102079385	UNK110:544300-548234
LOC100705810	UNK91:103872-109458
pcolce2	LG9:12493939-12505003
LOC102081137	UNK152:146876-150534
LOC100701642	LG15:4853103-4864164
srp72	LG2:4623217-4632904
herc1	UNK98:401292-481863
LOC100697832	LG17:933345-960767
LOC100694480	LG7:43759340-43771300
LOC100705093	LG14:20934507-20939139
LOC102078964	LG18:4246733-4252569
LOC100709199	LG7:35601247-35603573
LOC100709601	LG16_21:19171839-19198011
LOC100698733	LG13:17428760-17452992
LOC100696331	LG7:33110451-33130752
LOC100711041	LG22:23660597-23664246
LOC100709372	UNK34:861552-863913
LOC100699921,LOC100708346	LG17:29369378-29379436
LOC100702795	LG22:12871478-12877922
LOC102080578	LG5:21506528-21519641
LOC100702509	LG20:9270741-9275479
LOC100691697	LG20:12765803-12768855
LOC100704621	LG8_24:20583962-20596549
LOC100701147	LG1:20970560-20974987
LOC100695597	LG6:27157981-27159801
rod1,LOC100691706	LG7:34804215-34822748
LOC100695016	LG4:17367077-17372195
LOC100704640	LG4:4083086-4087036
LOC100694515	UNK4:2979472-2983880
LOC102078596	LG15:16442488-16443577
LOC100712176	LG15:20013598-20029004
LOC102081800	UNK851:12629-14491
LOC100698141	LG16_21:15600255-15602893
zbtb17	UNK27:254868-263886
LOC100699790	UNK88:713038-716670
LOC102079437	LG6:23399275-23405866
LOC100696796	LG2:21290174-21293940
LOC100691646	LG3:13280838-13282239
LOC100694616	LG15:14112643-14120585
LOC102079267	UNK189:219492-221455
LOC100708135	UNK301:116911-119457
LOC100703055	LG5:14131796-14245048
LOC100705006	UNK65:793421-794375
LOC100696864	LG5:15423032-15441098
LOC102083224	LG7:32346318-32347914
LOC100707522	LG8_24:19890926-19906020
LOC100695613	LG1:29668995-29670842
LOC102076995	LG4:13724482-13740102
LOC102077238	UNK111:441904-461421
LOC100698216	LG2:15007557-15022842
LOC100696268	LG15:81721-86747
atm	LG14:9674387-9699776
LOC100701912	LG16_21:21845003-21866344
LOC100708372	UNK9:1109246-1114854
LOC100711711	LG8_24:4526927-4541040
LOC102078213	LG7:37274925-37275778
LOC100710753	LG2:6144954-6167894
LOC102079371	LG5:24783602-24954292
LOC100696540	LG8_24:25093023-25128387
LOC100712150	UNK45:130195-138318
LOC100691668	LG18:2113310-2166311
LOC100707705	LG19:6779785-6788564
LOC100693422	LG5:7296607-7299032
LOC102081910	UNK122:533690-534237
LOC100705874	LG23:9902365-9909988
LOC100701134	UNK30:1336986-1357982
LOC102082286	UNK3009:7-1734
LOC100708720	UNK6:1726328-1727837
LOC102078826	LG2:17201309-17264724
LOC100693824,LOC102078808	LG6:28179149-28186141
LOC100708995	LG22:8696053-8771996
LOC102079128	UNK21:408177-409370
LOC100694214	LG23:15460288-15489549
LOC100690813	LG4:22822937-22864497
LOC100699898	LG23:14668111-14677504
LOC102081478	LG3:5220521-5222347
LOC102081678	UNK60:35033-36346
LOC100706433	LG1:19968152-19973811
LOC100699183	UNK345:90383-154174
LOC100703135	LG7:3859686-3869170
LOC102083106	LG19:15115160-15136297
LOC102079390	UNK244:67847-69130
LOC102078152	UNK1987:11-3309
LOC102082117	UNK6:165304-177893
ppp3cc	LG12:3808934-3843773
LOC100698474	LG2:4499177-4508964
LOC102082249	LG16_21:32473697-32492719
LOC100703350	LG5:24708630-24713537
LOC100696571	UNK78:785791-797198
LOC100701114	LG17:25935903-25939580
LOC102081597	UNK3:3251213-3252132
LOC102076317	LG15:10034325-10035377
LOC102076710	LG5:31551374-31606448
LOC100694023	UNK213:42589-43129
LOC100691270	UNK3:3172281-3173040
LOC100693938	LG23:12373585-12378953
LOC102081086	UNK205:313258-315174
LOC100703726	LG3:13473023-13475898
LOC100694443	LG1:15898903-15909091
LOC100691626	LG20:30108936-30114522
LOC100696507	LG20:14423246-14434621
LOC100698214	LG7:19602915-19608310
LOC100699570	LG15:7756302-7759616
LOC100701236	LG1:24578677-24592171
LOC100703344	UNK2:470362-495833
LOC100703404	LG7:8111816-8136980
LOC100705143	LG20:26645205-26648156
LOC100711782	LG12:34492481-34524476
LOC100711205,LOC102081245,LOC100711478	LG5:20879789-20888947
LOC100705405	LG19:6337428-6342248
LOC100697937	LG11:31618309-31632849
LOC102080813	UNK383:59327-85611
LOC100695753	LG8_24:24898395-24914266
LOC100710246	LG6:19434650-19445811
LOC100694293	LG18:10098374-10101422
LOC100707818	LG6:36348034-36361268
LOC100709720	LG11:19758397-19769288
LOC102082818	UNK759:7752-20957
LOC100699824	LG7:19872689-19882411
LOC102077139	LG9:15419497-15419876
LOC102076099,LOC100710089	LG5:30807699-30829321
srbd1	LG13:26511526-26564111
LOC102082278	LG20:7133105-7135942
LOC100691549	UNK4:2337135-2339128
LOC100711642	LG4:23303284-23309121
LOC100696086	LG2:16068763-16083459
LOC100710963	UNK19:271234-277129
LOC100700374	LG10:12229161-12232976
LOC102082163	UNK84:81685-82879
LOC100698012	UNK190:150308-151971
LOC102078820	UNK201:71005-72400
LOC100704022	LG14:31908519-31914237
LOC100695072,LOC102077825	LG2:18966459-18975142
LOC100691447	LG22:9947671-9956143
LOC102079759	UNK259:137160-142718
LOC100693095	LG11:17206622-17215024
LOC100706392	LG12:3310147-3357079
LOC100690358	LG23:18169096-18183192
LOC100704675	LG5:13649009-13654349
LOC100709861	LG4:20724427-20769034
LOC100697002	LG14:16921723-16934126
LOC100696484	LG16_21:7095652-7098977
LOC102078261	LG22:13737193-13746872
LOC100705352	UNK14:812838-823263
LOC100711878	LG13:6578958-6585263
LOC100704132	UNK635:27194-41420
LOC100712020	LG5:20825609-20844262
LOC100692581	LG13:4477645-4581688
LOC102080280	UNK666:30558-32729
tsh-r,LOC100705128	LG15:24330098-24412421
LOC100702618	LG19:9770194-9775587
LOC100711056	LG6:14468832-14469997
LOC100708647	LG12:15704664-15720773
LOC100710361	LG18:26006032-26016714
LOC100698801	LG22:798477-800495
LOC100693441	LG7:48109815-48155232
LOC100711305	LG18:19631920-19702838
LOC100695379,LOC100695641	LG1:9996433-10035102
LOC100696422	LG7:2310078-2481460
LOC100704715	LG12:11497916-11512019
LOC102082419	LG9:10364305-10369195
LOC100702522	LG4:26476735-26479165
CP	UNK131:233201-247354
LOC100700869	UNK79:326126-331758
LOC102081279	UNK11:1589116-1614289
LOC100692252	LG22:9869196-9933268
LOC100690386,LOC102080166,LOC102080227	LG8_24:22583881-22629952
LOC100701619	UNK1:949533-954690
LOC102080053	UNK4794:6-1191
LOC100706239	LG14:19186498-19191533
LOC100693598,LOC100693859	LG8_24:20233375-20266367
LOC100700669	UNK14:2033590-2068898
LOC100695842	LG14:30606251-30615392
LOC100695981,LOC100704936,LOC102083188	LG20:9452575-9494810
LOC100706966	UNK62:172217-182233
LOC100711032	LG1:7370192-7377819
LOC102083297	UNK164:157515-160095
LOC102082909	LG10:10177521-10188184
LOC100704156	LG2:23881891-23883024
LOC100699434	UNK67:739817-755220
LOC100691496	LG8_24:13735201-13741473
LOC100708781	LG4:18894377-18970143
LOC102079674	LG18:20695972-20712747
gpsm2	LG18:8706329-8716967
LOC102075962	UNK5:426728-430231
LOC100691674	LG12:1055481-1100027
myo3b	LG16_21:16288515-16358136
LOC100699929	LG3:15075663-15093347
LOC100703427	LG11:11974170-11978802
LOC100698384	LG9:11366393-11418115
LOC100692059	LG5:19135475-19140795
LOC102080788,LOC102080853	LG2:19592541-19718765
LOC100696289	LG11:31153907-31159044
LOC100708524	LG16_21:19054346-19059822
LOC100710962	LG11:6810249-6814745
LOC102076921	UNK85:232305-240648
lss	UNK92:677325-688288
LOC100697833	LG18:3992118-4003825
pik3r3	LG17:10123373-10141172
LOC100700470	LG12:20469360-20485484
LOC100701089	LG17:19628863-19634360
LOC100710476	LG5:19512660-19520963
LOC102080959	UNK31:364384-367889
LOC102082173	LG2:8392466-8458543
LOC102077183	UNK2619:3-2202
LOC100706310	UNK14:24323-36129
LOC102082971	UNK485:2881-14417
LOC100707722	LG7:49788281-49793776
LOC100693089	LG16_21:6514572-6515532
LOC102081207	UNK3442:52-1617
LOC100706098	LG13:11325604-11332272
LOC100708385	LG23:369374-377638
LOC100706376	LG7:20205740-20207297
ibtk	LG11:9189089-9210848
LOC100703330	LG16_21:31054280-31059923
LOC100706954	LG14:21036182-21040248
LOC100690250	LG20:8530387-8556099
LOC102079400	LG3:10980282-10982691
LOC100696148	UNK174:370126-379363
LOC102081144	UNK841:5562-6493
LOC100706003	LG8_24:16525561-16527874
LOC102077550,LOC100710029,LOC102080502,agbl4	LG23:16322906-16733649
LOC100710548	UNK167:38137-48657
LOC100705757	LG12:20738734-20755871
LOC100690311	LG11:18036094-18052541
LOC100695928	LG7:49676864-49681019
LOC100706220	LG16_21:5100504-5101900
LOC100691480	LG11:5593557-5620961
LOC100701658	LG17:26183618-26199380
LOC100711603	LG4:2392840-2396639
tecpr2	LG19:18489949-18514653
LOC100697903	UNK30:1047458-1051791
LOC102077911	LG16_21:30516911-30518596
